Speed (Without Acceleration),Angle Speed,Ticks per Step (First),Ticks per Step (Periodic),Ticks per Step (Average),Steps per Second,Angles Before Gravity (Average),Angles Before Reset (Average)
4202,1745,10,"10, 9",9.5,3.16,50507,114950
4203,1746,10,"10, 9",9.5,3.16,50531,114999
4204,1747,10,"10, 9",9.5,3.16,50554,115048
4205,1748,10,"10, 9",9.5,3.16,50578,115097
4206,1749,10,"10, 9",9.5,3.16,50601,115146
4207,1750,10,"10, 9",9.5,3.16,50625,115195
4208,1751,10,"10, 9",9.5,3.16,50648,115244
4209,1752,10,"10, 9",9.5,3.16,50672,115293
4210,1753,10,"10, 9",9.5,3.16,50698,115346
4211,1754,10,"10, 9",9.5,3.16,50721,115395
4212,1755,10,"10, 9",9.5,3.16,50745,115444
4213,1756,10,"10, 9",9.5,3.16,50768,115493
4214,1757,10,"10, 9, 9",9.33,3.22,48297,112071
4215,1758,10,"9, 10, 9",9.33,3.22,48320,112119
4216,1759,10,"9, 10, 9",9.33,3.22,48344,112169
4217,1760,10,9,9.0,3.33,43390,105286
4218,1761,10,9,9.0,3.33,43410,105330
4219,1762,10,9,9.0,3.33,43430,105374
4220,1763,10,9,9.0,3.33,43450,105418
4221,1764,10,9,9.0,3.33,43470,105462
4222,1765,10,9,9.0,3.33,43490,105506
4223,1766,10,9,9.0,3.33,43510,105550
4224,1767,10,9,9.0,3.33,43530,105594
4225,1768,10,9,9.0,3.33,43550,105638
4226,1769,10,9,9.0,3.33,43570,105682
4227,1770,10,9,9.0,3.33,43590,105726
4228,1771,10,9,9.0,3.33,43610,105770
4229,1772,10,9,9.0,3.33,43630,105814
4230,1773,10,9,9.0,3.33,43650,105858
4231,1774,10,9,9.0,3.33,43670,105902
4232,1775,10,9,9.0,3.33,43690,105946
4233,1776,10,9,9.0,3.33,43710,105990
4234,1777,10,9,9.0,3.33,43730,106034
4235,1778,10,9,9.0,3.33,43750,106078
4236,1779,10,9,9.0,3.33,43770,106122
4237,1780,10,9,9.0,3.33,43790,106166
4238,1781,10,9,9.0,3.33,43810,106210
4239,1782,10,9,9.0,3.33,43830,106254
4240,1783,10,9,9.0,3.33,43850,106298
4241,1784,10,9,9.0,3.33,43870,106342
4242,1785,10,9,9.0,3.33,43890,106386
4243,1786,10,9,9.0,3.33,43910,106430
4244,1787,10,9,9.0,3.33,43930,106474
4245,1788,10,9,9.0,3.33,43950,106518
4246,1789,10,9,9.0,3.33,43970,106562
4247,1790,10,9,9.0,3.33,43990,106606
4248,1791,10,9,9.0,3.33,44010,106650
4249,1792,10,9,9.0,3.33,44030,106694
4250,1793,10,9,9.0,3.33,44050,106738
4251,1794,10,9,9.0,3.33,44070,106782
4252,1795,10,9,9.0,3.33,44090,106826
4253,1796,10,9,9.0,3.33,44110,106870
4254,1797,10,9,9.0,3.33,44130,106914
4255,1798,10,9,9.0,3.33,44150,106958
4256,1799,10,9,9.0,3.33,44170,107002
4257,1800,10,9,9.0,3.33,44190,107046
4258,1801,10,9,9.0,3.33,44210,107090
4259,1802,10,9,9.0,3.33,44230,107134
4260,1803,10,9,9.0,3.33,44250,107178
4261,1804,10,9,9.0,3.33,44270,107222
4262,1805,10,9,9.0,3.33,44290,107266
4263,1806,10,9,9.0,3.33,44310,107310
4264,1807,10,9,9.0,3.33,44330,107354
4265,1808,10,9,9.0,3.33,44350,107398
4266,1809,10,9,9.0,3.33,44370,107442
4267,1810,10,9,9.0,3.33,44390,107486
4268,1811,10,9,9.0,3.33,44410,107530
4269,1812,10,9,9.0,3.33,44430,107574
4270,1813,10,9,9.0,3.33,44450,107618
4271,1814,10,9,9.0,3.33,44470,107662
4272,1815,10,9,9.0,3.33,44490,107706
4273,1816,10,9,9.0,3.33,44510,107750
4274,1817,10,9,9.0,3.33,44530,107794
4275,1818,10,9,9.0,3.33,44550,107838
4276,1819,10,9,9.0,3.33,44570,107882
4277,1820,10,9,9.0,3.33,44590,107926
4278,1821,10,9,9.0,3.33,44610,107970
4279,1822,10,9,9.0,3.33,44630,108014
4280,1823,10,9,9.0,3.33,44650,108058
4281,1824,10,9,9.0,3.33,44670,108102
4282,1825,10,9,9.0,3.33,44690,108146
4283,1826,10,9,9.0,3.33,44710,108190
4284,1827,10,9,9.0,3.33,44730,108234
4285,1828,10,9,9.0,3.33,44750,108278
4286,1829,10,9,9.0,3.33,44770,108322
4287,1830,10,9,9.0,3.33,44790,108366
4288,1831,10,9,9.0,3.33,44810,108410
4289,1832,10,9,9.0,3.33,44830,108454
4290,1833,10,9,9.0,3.33,44850,108498
4291,1834,10,9,9.0,3.33,44870,108542
4292,1835,10,9,9.0,3.33,44890,108586
4293,1836,10,9,9.0,3.33,44910,108630
4294,1837,10,9,9.0,3.33,44930,108674
4295,1838,10,9,9.0,3.33,44950,108718
4296,1839,10,9,9.0,3.33,44970,108762
4297,1840,10,9,9.0,3.33,44990,108806
4298,1841,10,9,9.0,3.33,45010,108850
4299,1842,10,9,9.0,3.33,45030,108894
4300,1843,10,9,9.0,3.33,45050,108938
4301,1844,10,9,9.0,3.33,45070,108982
4302,1845,10,9,9.0,3.33,45090,109026
4303,1846,10,9,9.0,3.33,45110,109070
4304,1847,10,9,9.0,3.33,45130,109114
4305,1848,10,9,9.0,3.33,45150,109158
4306,1849,10,9,9.0,3.33,45170,109202
4307,1850,10,9,9.0,3.33,45190,109246
4308,1851,10,9,9.0,3.33,45210,109290
4309,1852,10,9,9.0,3.33,45230,109334
4310,1853,10,9,9.0,3.33,45250,109378
4311,1854,10,9,9.0,3.33,45270,109422
4312,1855,10,9,9.0,3.33,45290,109466
4313,1856,10,9,9.0,3.33,45310,109510
4314,1857,10,9,9.0,3.33,45330,109554
4315,1858,10,9,9.0,3.33,45350,109598
4316,1859,10,9,9.0,3.33,45370,109642
4317,1860,10,9,9.0,3.33,45390,109686
4318,1861,10,9,9.0,3.33,45410,109730
4319,1862,10,9,9.0,3.33,45430,109774
4320,1863,10,9,9.0,3.33,45450,109818
4321,1864,10,9,9.0,3.33,45470,109862
4322,1865,10,9,9.0,3.33,45490,109906
4323,1866,10,9,9.0,3.33,45510,109950
4324,1867,10,9,9.0,3.33,45530,109994
4325,1868,10,9,9.0,3.33,45550,110038
4326,1869,10,9,9.0,3.33,45570,110082
4327,1870,10,9,9.0,3.33,45590,110126
4328,1871,10,9,9.0,3.33,45610,110170
4329,1872,10,9,9.0,3.33,45630,110214
4330,1873,10,9,9.0,3.33,45650,110258
4331,1874,10,9,9.0,3.33,45670,110302
4332,1875,10,9,9.0,3.33,45690,110346
4333,1876,10,9,9.0,3.33,45710,110390
4334,1877,10,9,9.0,3.33,45730,110434
4335,1878,10,9,9.0,3.33,45750,110478
4336,1879,10,9,9.0,3.33,45770,110522
4337,1880,10,9,9.0,3.33,45790,110566
4338,1881,10,9,9.0,3.33,45810,110610
4339,1882,10,9,9.0,3.33,45830,110654
4340,1883,10,9,9.0,3.33,45850,110698
4341,1884,10,9,9.0,3.33,45870,110742
4342,1885,10,9,9.0,3.33,45890,110786
4343,1886,10,9,9.0,3.33,45910,110830
4344,1887,10,9,9.0,3.33,45930,110874
4345,1888,10,9,9.0,3.33,45950,110918
4346,1889,10,9,9.0,3.33,45970,110962
4347,1890,10,9,9.0,3.33,45990,111006
4348,1891,10,9,9.0,3.33,46010,111050
4349,1892,10,9,9.0,3.33,46030,111094
4350,1893,10,9,9.0,3.33,46050,111138
4351,1894,10,9,9.0,3.33,46070,111182
4352,1895,10,9,9.0,3.33,46090,111226
4353,1896,10,9,9.0,3.33,46110,111270
4354,1897,10,9,9.0,3.33,46130,111314
4355,1898,10,9,9.0,3.33,46150,111358
4356,1899,10,9,9.0,3.33,46170,111402
4357,1900,10,9,9.0,3.33,46190,111446
4358,1901,10,9,9.0,3.33,46210,111490
4359,1902,,9,9.0,3.33,46225,111526
4360,1903,,9,9.0,3.33,46245,111570
4361,1904,,9,9.0,3.33,46265,111614
4362,1905,,9,9.0,3.33,46285,111658
4363,1906,,9,9.0,3.33,46305,111702
4364,1907,,9,9.0,3.33,46325,111746
4365,1908,,9,9.0,3.33,46345,111790
4366,1909,,9,9.0,3.33,46365,111834
4367,1910,,9,9.0,3.33,46385,111878
4368,1911,,9,9.0,3.33,46405,111922
4369,1912,,9,9.0,3.33,46425,111966
4370,1913,,9,9.0,3.33,46445,112010
4371,1914,,9,9.0,3.33,46465,112054
4372,1915,,9,9.0,3.33,46485,112098
4373,1916,,9,9.0,3.33,46505,112142
4374,1917,,9,9.0,3.33,46525,112186
4375,1918,,9,9.0,3.33,46545,112230
4376,1919,,9,9.0,3.33,46565,112274
4377,1920,,9,9.0,3.33,46585,112318
4378,1921,,9,9.0,3.33,46605,112362
4379,1922,,9,9.0,3.33,46625,112406
4380,1923,,9,9.0,3.33,46645,112450
4381,1924,,9,9.0,3.33,46665,112494
4382,1925,,9,9.0,3.33,46685,112538
4383,1926,,9,9.0,3.33,46705,112582
4384,1927,,9,9.0,3.33,46725,112626
4385,1928,,9,9.0,3.33,46745,112670
4386,1929,,9,9.0,3.33,46765,112714
4387,1930,,9,9.0,3.33,46785,112758
4388,1931,,9,9.0,3.33,46805,112802
4389,1932,,9,9.0,3.33,46825,112846
4390,1933,,9,9.0,3.33,46845,112890
4391,1934,,9,9.0,3.33,46865,112934
4392,1935,,9,9.0,3.33,46885,112978
4393,1936,,9,9.0,3.33,46905,113022
4394,1937,,9,9.0,3.33,46925,113066
4395,1938,,9,9.0,3.33,46945,113110
4396,1939,,9,9.0,3.33,46965,113154
4397,1940,,9,9.0,3.33,46985,113198
4398,1941,,9,9.0,3.33,47005,113242
4399,1942,,9,9.0,3.33,47025,113286
4400,1943,,9,9.0,3.33,47045,113330
4401,1944,,9,9.0,3.33,47065,113374
4402,1945,,9,9.0,3.33,47085,113418
4403,1946,,9,9.0,3.33,47105,113462
4404,1947,,9,9.0,3.33,47125,113506
4405,1948,,9,9.0,3.33,47145,113550
4406,1949,,9,9.0,3.33,47165,113594
4407,1950,,9,9.0,3.33,47185,113638
4408,1951,,9,9.0,3.33,47205,113682
4409,1952,,9,9.0,3.33,47225,113726
4410,1953,,9,9.0,3.33,47245,113770
4411,1954,,9,9.0,3.33,47265,113814
4412,1955,,9,9.0,3.33,47285,113858
4413,1956,,9,9.0,3.33,47305,113902
4414,1957,,9,9.0,3.33,47325,113946
4415,1958,,9,9.0,3.33,47345,113990
4416,1959,,9,9.0,3.33,47365,114034
4417,1960,,9,9.0,3.33,47385,114078
4418,1961,,9,9.0,3.33,47405,114122
4419,1962,,9,9.0,3.33,47425,114166
4420,1963,,9,9.0,3.33,47445,114210
4421,1964,,9,9.0,3.33,47465,114254
4422,1965,,9,9.0,3.33,47485,114298
4423,1966,,9,9.0,3.33,47505,114342
4424,1967,,9,9.0,3.33,47525,114386
4425,1968,,9,9.0,3.33,47545,114430
4426,1969,,9,9.0,3.33,47565,114474
4427,1970,,9,9.0,3.33,47585,114518
4428,1971,,9,9.0,3.33,47605,114562
4429,1972,,9,9.0,3.33,47625,114606
4430,1973,,9,9.0,3.33,47645,114650
4431,1974,,9,9.0,3.33,47665,114694
4432,1975,,9,9.0,3.33,47685,114738
4433,1976,,9,9.0,3.33,47705,114782
4434,1977,,9,9.0,3.33,47725,114826
4435,1978,,9,9.0,3.33,47745,114870
4436,1979,,9,9.0,3.33,47765,114914
4437,1980,,9,9.0,3.33,47785,114958
4438,1981,,9,9.0,3.33,47805,115002
4439,1982,,9,9.0,3.33,47825,115046
4440,1983,,9,9.0,3.33,47845,115090
4441,1984,,9,9.0,3.33,47865,115134
4442,1985,,9,9.0,3.33,47885,115178
4443,1986,,9,9.0,3.33,47905,115222
4444,1987,,9,9.0,3.33,47925,115266
4445,1988,,9,9.0,3.33,47945,115310
4446,1989,,9,9.0,3.33,47965,115354
4447,1990,,9,9.0,3.33,47985,115398
4448,1991,,9,9.0,3.33,48005,115442
4449,1992,,9,9.0,3.33,48025,115486
4450,1993,,9,9.0,3.33,48045,115530
4451,1994,,9,9.0,3.33,48065,115574
4452,1995,,9,9.0,3.33,48085,115618
4453,1996,,9,9.0,3.33,48105,115662
4454,1997,,9,9.0,3.33,48125,115706
4455,1998,,9,9.0,3.33,48145,115750
4456,1999,,9,9.0,3.33,48165,115794
4457,2000,,9,9.0,3.33,48185,115838
4458,2001,,9,9.0,3.33,48205,115882
4459,2002,,9,9.0,3.33,48225,115926
4460,2003,,9,9.0,3.33,48245,115970
4461,2004,,9,9.0,3.33,48265,116014
4462,2005,,9,9.0,3.33,48285,116058
4463,2006,,9,9.0,3.33,48305,116102
4464,2007,,9,9.0,3.33,48325,116146
4465,2008,,9,9.0,3.33,48345,116190
4466,2009,,9,9.0,3.33,48365,116234
4467,2010,,9,9.0,3.33,48385,116278
4468,2011,,9,9.0,3.33,48405,116322
4469,2012,,9,9.0,3.33,48425,116366
4470,2013,,9,9.0,3.33,48445,116410
4471,2014,,9,9.0,3.33,48465,116454
4472,2015,,9,9.0,3.33,48485,116498
4473,2016,,9,9.0,3.33,48505,116542
4474,2017,,9,9.0,3.33,48525,116586
4475,2018,,9,9.0,3.33,48545,116630
4476,2019,,9,9.0,3.33,48565,116674
4477,2020,,9,9.0,3.33,48585,116718
4478,2021,,9,9.0,3.33,48605,116762
4479,2022,,9,9.0,3.33,48625,116806
4480,2023,,9,9.0,3.33,48645,116850
4481,2024,,9,9.0,3.33,48665,116894
4482,2025,,9,9.0,3.33,48685,116938
4483,2026,,9,9.0,3.33,48705,116982
4484,2027,,9,9.0,3.33,48725,117026
4485,2028,,9,9.0,3.33,48745,117070
4486,2029,,9,9.0,3.33,48765,117114
4487,2030,,9,9.0,3.33,48785,117158
4488,2031,,9,9.0,3.33,48805,117202
4489,2032,,9,9.0,3.33,48825,117246
4490,2033,,9,9.0,3.33,48845,117290
4491,2034,,9,9.0,3.33,48865,117334
4492,2035,,9,9.0,3.33,48885,117378
4493,2036,,9,9.0,3.33,48905,117422
4494,2037,,9,9.0,3.33,48925,117466
4495,2038,,9,9.0,3.33,48945,117510
4496,2039,,9,9.0,3.33,48965,117554
4497,2040,,9,9.0,3.33,48985,117598
4498,2041,,9,9.0,3.33,49005,117642
4499,2042,,9,9.0,3.33,49025,117686
4500,2043,,9,9.0,3.33,49045,117730
4501,2044,,9,9.0,3.33,49065,117774
4502,2045,,9,9.0,3.33,49085,117818
4503,2046,,9,9.0,3.33,49105,117862
4504,2047,,9,9.0,3.33,49125,117906
4505,2048,,9,9.0,3.33,49145,117950
4506,2049,,9,9.0,3.33,49165,117994
4507,2050,,9,9.0,3.33,49185,118038
4508,2051,,9,9.0,3.33,49205,118082
4509,2052,,9,9.0,3.33,49225,118126
4510,2053,,9,9.0,3.33,49245,118170
4511,2054,,9,9.0,3.33,49265,118214
4512,2055,,9,9.0,3.33,49285,118258
4513,2056,,9,9.0,3.33,49305,118302
4514,2057,,9,9.0,3.33,49325,118346
4515,2058,,9,9.0,3.33,49345,118390
4516,2059,,9,9.0,3.33,49365,118434
4517,2060,,9,9.0,3.33,49385,118478
4518,2061,,9,9.0,3.33,49405,118522
4519,2062,,9,9.0,3.33,49425,118566
4520,2063,,9,9.0,3.33,49445,118610
4521,2064,,9,9.0,3.33,49465,118654
4522,2065,,9,9.0,3.33,49485,118698
4523,2066,,9,9.0,3.33,49505,118742
4524,2067,,9,9.0,3.33,49525,118786
4525,2068,,9,9.0,3.33,49545,118830
4526,2069,,9,9.0,3.33,49565,118874
4527,2070,,9,9.0,3.33,49585,118918
4528,2071,,9,9.0,3.33,49605,118962
4529,2072,,9,9.0,3.33,49625,119006
4530,2073,,9,9.0,3.33,49645,119050
4531,2074,,9,9.0,3.33,49665,119094
4532,2075,,9,9.0,3.33,49685,119138
4533,2076,,9,9.0,3.33,49705,119182
4534,2077,,9,9.0,3.33,49725,119226
4535,2078,,9,9.0,3.33,49745,119270
4536,2079,,9,9.0,3.33,49765,119314
4537,2080,,9,9.0,3.33,49785,119358
4538,2081,,9,9.0,3.33,49805,119402
4539,2082,,9,9.0,3.33,49825,119446
4540,2083,,9,9.0,3.33,49845,119490
4541,2084,,9,9.0,3.33,49865,119534
4542,2085,,9,9.0,3.33,49885,119578
4543,2086,,9,9.0,3.33,49905,119622
4544,2087,,9,9.0,3.33,49925,119666
4545,2088,,9,9.0,3.33,49945,119710
4546,2089,,9,9.0,3.33,49965,119754
4547,2090,,9,9.0,3.33,49985,119798
4548,2091,,9,9.0,3.33,50005,119842
4549,2092,,9,9.0,3.33,50025,119886
4550,2093,,9,9.0,3.33,50045,119930
4551,2094,,9,9.0,3.33,50065,119974
4552,2095,,9,9.0,3.33,50085,120018
4553,2096,,9,9.0,3.33,50105,120062
4554,2097,,9,9.0,3.33,50125,120106
4555,2098,,9,9.0,3.33,50145,120150
4556,2099,,9,9.0,3.33,50165,120194
4557,2100,,9,9.0,3.33,50185,120238
4558,2101,,9,9.0,3.33,50205,120282
4559,2102,,9,9.0,3.33,50225,120326
4560,2103,,9,9.0,3.33,50245,120370
4561,2104,,9,9.0,3.33,50265,120414
4562,2105,,9,9.0,3.33,50285,120458
4563,2106,,9,9.0,3.33,50305,120502
4564,2107,,9,9.0,3.33,50325,120546
4565,2108,,9,9.0,3.33,50345,120590
4566,2109,,9,9.0,3.33,50365,120634
4567,2110,,9,9.0,3.33,50385,120678
4568,2111,,9,9.0,3.33,50405,120722
4569,2112,,9,9.0,3.33,50425,120766
4570,2113,,9,9.0,3.33,50445,120810
4571,2114,,9,9.0,3.33,50465,120854
4572,2115,,9,9.0,3.33,50485,120898
4573,2116,,9,9.0,3.33,50505,120942
4574,2117,,9,9.0,3.33,50525,120986
4575,2118,,9,9.0,3.33,50545,121030
4576,2119,,9,9.0,3.33,50565,121074
4577,2120,,9,9.0,3.33,50585,121118
4578,2121,,9,9.0,3.33,50605,121162
4579,2122,,9,9.0,3.33,50625,121206
4580,2123,,9,9.0,3.33,50645,121250
4581,2124,,9,9.0,3.33,50665,121294
4582,2125,,9,9.0,3.33,50685,121338
4583,2126,,9,9.0,3.33,50705,121382
4584,2127,,9,9.0,3.33,50725,121426
4585,2128,,9,9.0,3.33,50745,121470
4586,2129,,9,9.0,3.33,50765,121514
4587,2130,,9,9.0,3.33,50785,121558
4588,2131,,9,9.0,3.33,50805,121602
4589,2132,,9,9.0,3.33,50825,121646
4590,2133,,9,9.0,3.33,50845,121690
4591,2134,,9,9.0,3.33,50865,121734
4592,2135,,9,9.0,3.33,50885,121778
4593,2136,,9,9.0,3.33,50905,121822
4594,2137,,9,9.0,3.33,50925,121866
4595,2138,,9,9.0,3.33,50945,121910
4596,2139,,9,9.0,3.33,50965,121954
4597,2140,,9,9.0,3.33,50985,121998
4598,2141,,9,9.0,3.33,51005,122042
4599,2142,,9,9.0,3.33,51025,122086
4600,2143,,9,9.0,3.33,51045,122130
4601,2144,,9,9.0,3.33,51065,122174
4602,2145,,9,9.0,3.33,51085,122218
4603,2146,,9,9.0,3.33,51105,122262
4604,2147,,9,9.0,3.33,51125,122306
4605,2148,,9,9.0,3.33,51145,122350
4606,2149,,9,9.0,3.33,51165,122394
4607,2150,,9,9.0,3.33,51185,122438
4608,2151,,9,9.0,3.33,51205,122482
4609,2152,,9,9.0,3.33,51225,122526
4610,2153,,9,9.0,3.33,51245,122570
4611,2154,,9,9.0,3.33,51265,122614
4612,2155,,9,9.0,3.33,51285,122658
4613,2156,,9,9.0,3.33,51305,122702
4614,2157,,9,9.0,3.33,51325,122746
4615,2158,,9,9.0,3.33,51345,122790
4616,2159,,9,9.0,3.33,51365,122834
4617,2160,,9,9.0,3.33,51385,122878
4618,2161,,9,9.0,3.33,51405,122922
4619,2162,,9,9.0,3.33,51425,122966
4620,2163,,9,9.0,3.33,51445,123010
4621,2164,,9,9.0,3.33,51465,123054
4622,2165,,9,9.0,3.33,51485,123098
4623,2166,,9,9.0,3.33,51505,123142
4624,2167,,9,9.0,3.33,51525,123186
4625,2168,,9,9.0,3.33,51545,123230
4626,2169,,9,9.0,3.33,51565,123274
4627,2170,,9,9.0,3.33,51585,123318
4628,2171,,9,9.0,3.33,51605,123362
4629,2172,,9,9.0,3.33,51625,123406
4630,2173,,9,9.0,3.33,51645,123450
4631,2174,,9,9.0,3.33,51665,123494
4632,2175,,9,9.0,3.33,51685,123538
4633,2176,,9,9.0,3.33,51705,123582
4634,2177,,9,9.0,3.33,51725,123626
4635,2178,,9,9.0,3.33,51745,123670
4636,2179,,9,9.0,3.33,51765,123714
4637,2180,,9,9.0,3.33,51785,123758
4638,2181,,9,9.0,3.33,51805,123802
4639,2182,,9,9.0,3.33,51825,123846
4640,2183,,9,9.0,3.33,51845,123890
4641,2184,,9,9.0,3.33,51865,123934
4642,2185,,9,9.0,3.33,51885,123978
4643,2186,,9,9.0,3.33,51905,124022
4644,2187,,9,9.0,3.33,51925,124066
4645,2188,,9,9.0,3.33,51945,124110
4646,2189,,9,9.0,3.33,51965,124154
4647,2190,,9,9.0,3.33,51985,124198
4648,2191,,9,9.0,3.33,52005,124242
4649,2192,,9,9.0,3.33,52025,124286
4650,2193,,9,9.0,3.33,52045,124330
4651,2194,,9,9.0,3.33,52065,124374
4652,2195,,9,9.0,3.33,52085,124418
4653,2196,,9,9.0,3.33,52105,124462
4654,2197,,9,9.0,3.33,52125,124506
4655,2198,,9,9.0,3.33,52145,124550
4656,2199,,9,9.0,3.33,52165,124594
4657,2200,,9,9.0,3.33,52185,124638
4658,2201,,9,9.0,3.33,52205,124682
4659,2202,,9,9.0,3.33,52225,124726
4660,2203,,9,9.0,3.33,52245,124770
4661,2204,,9,9.0,3.33,52265,124814
4662,2205,,9,9.0,3.33,52285,124858
4663,2206,,9,9.0,3.33,52305,124902
4664,2207,,9,9.0,3.33,52325,124946
4665,2208,,9,9.0,3.33,52345,124990
4666,2209,,9,9.0,3.33,52365,125034
4667,2210,,9,9.0,3.33,52385,125078
4668,2211,,9,9.0,3.33,52405,125122
4669,2212,,9,9.0,3.33,52425,125166
4670,2213,,9,9.0,3.33,52445,125210
4671,2214,,9,9.0,3.33,52465,125254
4672,2215,,9,9.0,3.33,52485,125298
4673,2216,,9,9.0,3.33,52505,125342
4674,2217,,9,9.0,3.33,52525,125386
4675,2218,,9,9.0,3.33,52545,125430
4676,2219,,9,9.0,3.33,52565,125474
4677,2220,,9,9.0,3.33,52585,125518
4678,2221,,9,9.0,3.33,52605,125562
4679,2222,,9,9.0,3.33,52625,125606
4680,2223,,9,9.0,3.33,52645,125650
4681,2224,,9,9.0,3.33,52665,125694
4682,2225,,9,9.0,3.33,52685,125738
4683,2226,,9,9.0,3.33,52705,125782
4684,2227,,9,9.0,3.33,52725,125826
4685,2228,,9,9.0,3.33,52745,125870
4686,2229,,9,9.0,3.33,52765,125914
4687,2230,,9,9.0,3.33,52785,125958
4688,2231,,9,9.0,3.33,52805,126002
4689,2232,,9,9.0,3.33,52825,126046
4690,2233,,9,9.0,3.33,52845,126090
4691,2234,,9,9.0,3.33,52865,126134
4692,2235,,9,9.0,3.33,52885,126178
4693,2236,,9,9.0,3.33,52905,126222
4694,2237,,9,9.0,3.33,52925,126266
4695,2238,,9,9.0,3.33,52945,126310
4696,2239,,9,9.0,3.33,52965,126354
4697,2240,,9,9.0,3.33,52985,126398
4698,2241,,9,9.0,3.33,53005,126442
4699,2242,,9,9.0,3.33,53025,126486
4700,2243,,9,9.0,3.33,53045,126530
4701,2244,,9,9.0,3.33,53065,126574
4702,2245,,9,9.0,3.33,53085,126618
4703,2246,,9,9.0,3.33,53105,126662
4704,2247,,9,9.0,3.33,53125,126706
4705,2248,,9,9.0,3.33,53145,126750
4706,2249,,9,9.0,3.33,53165,126794
4707,2250,,9,9.0,3.33,53185,126838
4708,2251,,9,9.0,3.33,53205,126882
4709,2252,,9,9.0,3.33,53225,126926
4710,2253,,9,9.0,3.33,53245,126970
4711,2254,,"9, 9, 9, 8",8.75,3.43,52272,117488
4712,2255,9,"9, 9, 8",8.67,3.46,51960,114353
4713,2256,9,"9, 9, 8",8.67,3.46,51980,114394
4714,2257,,"9, 9, 8",8.67,3.46,52000,114435
4715,2258,,"9, 9, 8",8.67,3.46,52020,114476
4716,2259,,"9, 9, 8",8.67,3.46,52038,114515
4717,2260,,"9, 9, 8",8.67,3.46,52058,114556
4718,2261,,"9, 9, 8",8.67,3.46,52078,114597
4719,2262,,"9, 9, 8",8.67,3.46,52098,114638
4720,2263,,"9, 9, 8",8.67,3.46,52118,114679
4721,2264,,"9, 9, 8",8.67,3.46,52138,114720
4722,2265,,"9, 9, 8",8.67,3.46,52158,114761
4723,2266,,"9, 9, 8",8.67,3.46,52178,114802
4724,2267,9,"9, 8",8.5,3.53,51532,108500
4725,2268,9,"9, 8",8.5,3.53,51552,108539
4726,2269,9,"9, 8",8.5,3.53,51572,108579
4727,2270,9,"9, 8",8.5,3.53,51592,108618
4728,2271,9,"9, 8",8.5,3.53,51612,108658
4729,2272,9,"9, 8",8.5,3.53,51632,108697
4730,2273,9,"9, 8",8.5,3.53,51652,108737
4731,2274,9,"9, 8",8.5,3.53,51670,108772
4732,2275,9,"9, 8",8.5,3.53,51690,108812
4733,2276,9,"9, 8",8.5,3.53,51710,108851
4734,2277,9,"9, 8",8.5,3.53,51730,108891
4735,2278,9,"9, 8",8.5,3.53,51750,108930
4736,2279,9,"9, 8",8.5,3.53,51770,108970
4737,2280,9,"9, 8",8.5,3.53,51790,109009
4738,2281,9,"9, 8",8.5,3.53,51810,109049
4739,2282,9,"9, 8",8.5,3.53,51830,109088
4740,2283,,"9, 8",8.5,3.53,51850,109128
4741,2284,,"9, 8",8.5,3.53,51867,109163
4742,2285,,"9, 8",8.5,3.53,51887,109203
4743,2286,,"9, 8",8.5,3.53,51907,109242
4744,2287,,"9, 8",8.5,3.53,51927,109282
4745,2288,,"9, 8",8.5,3.53,51947,109321
4746,2289,,"9, 8",8.5,3.53,51967,109361
4747,2290,,"9, 8",8.5,3.53,51987,109400
4748,2291,,"9, 8",8.5,3.53,52007,109440
4749,2292,,"9, 8",8.5,3.53,52027,109479
4750,2293,,"9, 8",8.5,3.53,52047,109519
4751,2294,,"9, 8",8.5,3.53,52065,109554
4752,2295,,"9, 8",8.5,3.53,52085,109594
4753,2296,,"9, 8",8.5,3.53,52105,109633
4754,2297,,"9, 8",8.5,3.53,52125,109673
4755,2298,,"9, 8",8.5,3.53,52145,109712
4756,2299,,"9, 8",8.5,3.53,52165,109752
4757,2300,,"9, 8",8.5,3.53,52185,109791
4758,2301,,"9, 8",8.5,3.53,52205,109831
4759,2302,,"9, 8",8.5,3.53,52225,109870
4760,2303,,"9, 8",8.5,3.53,52245,109910
4761,2304,,"9, 8",8.5,3.53,52262,109945
4762,2305,,"9, 8",8.5,3.53,52282,109985
4763,2306,,"9, 8",8.5,3.53,52302,110024
4764,2307,,"9, 8",8.5,3.53,52322,110064
4765,2308,,"9, 8",8.5,3.53,52342,110103
4766,2309,,"9, 8",8.5,3.53,52362,110143
4767,2310,,"9, 8",8.5,3.53,52382,110182
4768,2311,,"9, 8",8.5,3.53,52402,110222
4769,2312,,"9, 8",8.5,3.53,52422,110261
4770,2313,,"9, 8",8.5,3.53,52437,110293
4771,2314,,"9, 8",8.5,3.53,52457,110333
4772,2315,,"9, 8",8.5,3.53,52477,110372
4773,2316,,"9, 8",8.5,3.53,52497,110412
4774,2317,,"9, 8",8.5,3.53,52517,110451
4775,2318,,"9, 8",8.5,3.53,52537,110491
4776,2319,,"9, 8",8.5,3.53,52557,110530
4777,2320,,"9, 8",8.5,3.53,52577,110570
4778,2321,,"9, 8",8.5,3.53,52597,110609
4779,2322,,"9, 8",8.5,3.53,52617,110649
4780,2323,,"9, 8",8.5,3.53,52635,110684
4781,2324,,"9, 8",8.5,3.53,52655,110724
